"","Race","Region","EDUC","Income"
"2465","Black","South","Primary","60,000-74,999"
"2466","White","Midwest","Masters","150,000 +"
"2467","Other","South","Masters","75,000-99,999"
"2468","White","South","Secondary","40,000-59,999"
"2469","White","Northeast","Bachelors","75,000-99,999"
"2470","Black","South","Secondary","20,000-39,999"
"2471","Black","South","Primary","40,000-59,999"
"2472","Black","Midwest","Bachelors","60,000-74,999"
"2473","White","Midwest","Bachelors","150,000 +"
"2474","White","South","Bachelors","60,000-74,999"
"2475","White","South",NA,"1-19,999"
"2476","Asian/Pacific Islander","South","Primary","75,000-99,999"
"2477","White","Midwest","Professional","100,000-149,999"
"2478","White","Midwest","Secondary","60,000-74,999"
"2479","White","Midwest","Bachelors","100,000-149,999"
"2480","White","South","Professional","20,000-39,999"
"2481","White","Midwest","Secondary",NA
"2482","Black","Midwest","Secondary","20,000-39,999"
"2483","White","Northeast","Professional","75,000-99,999"
"2484","White","Midwest","Secondary","100,000-149,999"
"2485","Black","Midwest","Secondary","1-19,999"
"2486","White","West","Secondary","150,000 +"
"2487","Asian/Pacific Islander","West","Masters","75,000-99,999"
"2488","Asian/Pacific Islander","Northeast","Masters","150,000 +"
"2489","Black","Midwest","Professional","1-19,999"
"2490","White","West","Secondary","60,000-74,999"
"2491","Other","South","Bachelors","1-19,999"
"2492","Black","Northeast","Secondary","1-19,999"
"2493","White","South","Primary","75,000-99,999"
"2494","White","Midwest","Secondary","75,000-99,999"
"2495","Black","South","Secondary","1-19,999"
"2496","White","South","Secondary","1-19,999"
"2497","White","West","Secondary","40,000-59,999"
"2498","White","West","Masters","150,000 +"
"2499","White","South","Secondary","20,000-39,999"
"2500","White","South","Professional","40,000-59,999"
"2501","White","Midwest","Secondary","60,000-74,999"
"2502","Hispanic","South","Secondary","1-19,999"
"2503","Black","West","Secondary","75,000-99,999"
"2504","Black","South","Primary","20,000-39,999"
"2505","White","South","Secondary","60,000-74,999"
"2506","Asian/Pacific Islander","Midwest","Secondary","40,000-59,999"
"2507","Asian/Pacific Islander","South","Masters","75,000-99,999"
"2508","White","South","Bachelors","100,000-149,999"
"2509","White","West","Bachelors","100,000-149,999"
"2510","Hispanic","South","Professional","60,000-74,999"
"2511","White","Midwest","Secondary","1-19,999"
"2512","Black","South","Secondary","1-19,999"
"2513","White","Midwest","Secondary","100,000-149,999"
"2514","White","Midwest","Primary","20,000-39,999"
"2515","Asian/Pacific Islander","South","Masters","20,000-39,999"
"2516","Black","Northeast","Bachelors","40,000-59,999"
"2517","Hispanic","Midwest","Primary","1-19,999"
"2518","White","Northeast","Masters","100,000-149,999"
"2519","White","West","Bachelors","75,000-99,999"
"2520","White","Northeast","Bachelors","75,000-99,999"
"2521","White","West","Secondary","40,000-59,999"
"2522","White","South","Secondary",NA
"2523","White","Midwest","Masters","150,000 +"
"2524","White","South","Masters","150,000 +"
"2525","White","South","Secondary","40,000-59,999"
"2526","Black","South","Secondary","20,000-39,999"
"2527","White","Midwest","Bachelors","100,000-149,999"
"2528","Hispanic","Northeast","Secondary","20,000-39,999"
"2529","Hispanic","South","Secondary",NA
"2530","White","Midwest","Bachelors","150,000 +"
"2531","Black","South","Secondary","20,000-39,999"
"2532","White","South","Secondary","1-19,999"
"2533","White","Midwest","Professional","150,000 +"
"2534","White","Midwest","Bachelors","20,000-39,999"
"2535","White","South","Professional","100,000-149,999"
"2536","White","Midwest","Professional","20,000-39,999"
"2537","White","Midwest","Professional","75,000-99,999"
"2538","White","Midwest","Professional","60,000-74,999"
"2539","Black","South","Bachelors","100,000-149,999"
"2540","Black","South","Professional","75,000-99,999"
"2541","Hispanic","West","Secondary","60,000-74,999"
"2542","White","Midwest","Bachelors","60,000-74,999"
"2543","White","Midwest","Professional","40,000-59,999"
"2544","White","Midwest","Bachelors","150,000 +"
"2545","White","Midwest","Secondary","40,000-59,999"
"2546","White","South","Bachelors","20,000-39,999"
"2547","White","South","Bachelors","150,000 +"
"2548","White","West","Bachelors","60,000-74,999"
"2549","White","Midwest","Bachelors","75,000-99,999"
"2550","Hispanic","West","Primary","1-19,999"
"2551","White","Midwest","Secondary",NA
"2552","Black","West","Primary","1-19,999"
"2553","White","South","Masters","40,000-59,999"
"2554","White","Northeast","Secondary","40,000-59,999"
"2555","White","South","Masters","150,000 +"
"2556","White","South","Professional","75,000-99,999"
"2557","Black","West","Secondary","75,000-99,999"
"2558","White","Midwest","Secondary","20,000-39,999"
"2559","Black","Midwest","Bachelors","20,000-39,999"
"2560","Other","Northeast","Bachelors","60,000-74,999"
"2561","Other","West","Primary","40,000-59,999"
"2562","White","Midwest","Secondary","75,000-99,999"
"2563","White","South","Primary","1-19,999"
"2564","Hispanic","Midwest","Secondary","1-19,999"
"2565","White","South","Masters","40,000-59,999"
"2566","White","Midwest","Bachelors","1-19,999"
"2567","Hispanic","South","Professional","20,000-39,999"
"2568","Asian/Pacific Islander","Northeast","Bachelors","40,000-59,999"
"2569","White","South","Bachelors","150,000 +"
"2570","White","Midwest","Secondary","100,000-149,999"
"2571","Other","South","Masters","40,000-59,999"
"2572","White","South","Bachelors","40,000-59,999"
"2573","Asian/Pacific Islander","West","Bachelors","100,000-149,999"
"2574","White","Northeast","Masters","40,000-59,999"
"2575","White","South","Masters","100,000-149,999"
"2576","White","Midwest","Secondary","75,000-99,999"
"2577","Asian/Pacific Islander","West","Bachelors","1-19,999"
"2578","White","Northeast","Bachelors","150,000 +"
"2579","White","Midwest","Secondary","60,000-74,999"
"2580","White","South","Professional","20,000-39,999"
"2581","Hispanic","Midwest","Professional","1-19,999"
"2582","White","South","Masters","100,000-149,999"
"2583","White","Midwest","Secondary","1-19,999"
"2584","Other","Midwest","Primary","1-19,999"
"2585","White","Midwest","Primary","1-19,999"
"2586","White","South","Secondary","150,000 +"
"2587","White","West","Masters","75,000-99,999"
"2588","White","Midwest","Bachelors","60,000-74,999"
"2589","White","Northeast","Secondary","100,000-149,999"
"2590","Hispanic","West","Secondary","1-19,999"
"2591","White","South","Masters","100,000-149,999"
"2592","White","Midwest","Secondary","40,000-59,999"
"2593","White","Midwest","Secondary","20,000-39,999"
"2594","White","South","Bachelors","20,000-39,999"
"2595","White","South","Masters","40,000-59,999"
"2596","Hispanic","Midwest","Secondary",NA
"2597","White","South","Professional","40,000-59,999"
"2598","White","South","Primary","20,000-39,999"
"2599","Asian/Pacific Islander","South","Masters","60,000-74,999"
"2600","Asian/Pacific Islander","Midwest","Bachelors","75,000-99,999"
"2601","White","Midwest","Bachelors","40,000-59,999"
"2602","Hispanic","South","Professional","20,000-39,999"
"2603","White","West","Secondary","100,000-149,999"
"2604","White","West","Bachelors","150,000 +"
"2605","Black","South","Primary",NA
"2606","Hispanic","South","Secondary","40,000-59,999"
"2607","Hispanic","South","Secondary","20,000-39,999"
"2608","White","Midwest","Professional","150,000 +"
"2609","White","West","Bachelors","40,000-59,999"
"2610","White","South","Professional","150,000 +"
"2611","Hispanic","South","Primary","40,000-59,999"
"2612","White","South","Secondary","1-19,999"
"2613","White","West","Professional","20,000-39,999"
"2614","Other","West","Secondary","1-19,999"
"2615","Hispanic","West","Masters","100,000-149,999"
"2616","Black","South","Professional","1-19,999"
"2617","White","South","Bachelors","60,000-74,999"
"2618","Black","South","Primary","20,000-39,999"
"2619","White","Midwest","Bachelors","150,000 +"
"2620","White","Northeast","Professional","60,000-74,999"
"2621","White","Midwest","Bachelors","150,000 +"
"2622","Hispanic","South","Bachelors","75,000-99,999"
"2623","Hispanic","West","Secondary",NA
"2624","White","Midwest","Secondary","60,000-74,999"
"2625","White","South","Masters","100,000-149,999"
"2626","White","Midwest","Bachelors","100,000-149,999"
"2627","Hispanic","West","Primary",NA
"2628","White","West","Bachelors","40,000-59,999"
"2629","Black","West","Masters","40,000-59,999"
"2630","Hispanic","West","Secondary","75,000-99,999"
"2631","White","South","Primary",NA
"2632","White","Midwest","Masters","75,000-99,999"
"2633","Black","West","Secondary","20,000-39,999"
"2634","White","South","Masters","150,000 +"
"2635","Black","South","Secondary","40,000-59,999"
"2636","White","West","Secondary","60,000-74,999"
"2637","White","Midwest","Secondary","40,000-59,999"
"2638","White","South","Professional","100,000-149,999"
"2639","Other","Midwest","Secondary","20,000-39,999"
"2640","Black","South","Masters","40,000-59,999"
"2641","Asian/Pacific Islander","West","Masters","150,000 +"
"2642","White","Midwest","Secondary",NA
"2643","White","South","Bachelors","60,000-74,999"
"2644","Hispanic","West","Secondary","20,000-39,999"
"2645","Black","South","Secondary","1-19,999"
"2646","White","Northeast","Professional","75,000-99,999"
"2647","White","South","Masters","20,000-39,999"
"2648","White","Midwest","Secondary","40,000-59,999"
"2649","White","West","Bachelors","40,000-59,999"
"2650","White","South","Secondary","60,000-74,999"
"2651","Black","South","Primary","1-19,999"
"2652","White","Midwest","Masters","100,000-149,999"
"2653","Hispanic","Midwest","Primary","1-19,999"
"2654","White","Midwest","Bachelors","100,000-149,999"
"2655","White","Midwest","Secondary","1-19,999"
"2656","White","South","Secondary","1-19,999"
"2657","White","Midwest","Bachelors","150,000 +"
"2658","White","West","Bachelors","20,000-39,999"
"2659","White","Midwest","Bachelors","100,000-149,999"
"2660","Hispanic","South","Primary","1-19,999"
"2661","White","South","Masters","1-19,999"
"2662","White","Midwest","Secondary","40,000-59,999"
"2663","Other","Midwest","Secondary","20,000-39,999"
"2664","Hispanic","South","Bachelors","20,000-39,999"
"2665","White","Midwest","Bachelors","150,000 +"
"2666","White","West","Secondary","20,000-39,999"
"2667","White","South","Professional","150,000 +"
"2668","Other","Midwest","Secondary",NA
"2669","Hispanic","West","Secondary","20,000-39,999"
"2670","Hispanic","South","Secondary",NA
"2671","Black","South","Primary","40,000-59,999"
"2672","White","South","Secondary",NA
"2673","Hispanic","West","Secondary",NA
"2674","Hispanic","West","Secondary","20,000-39,999"
"2675","White","Northeast","Secondary","1-19,999"
"2676","White","Northeast","Professional","75,000-99,999"
"2677","White","South","Bachelors",NA
"2678","White","South","Bachelors","100,000-149,999"
"2679","White","Midwest","Masters","100,000-149,999"
"2680","White","South","Secondary","100,000-149,999"
"2681","Hispanic","West","Secondary","40,000-59,999"
"2682","Black","Midwest","Secondary","1-19,999"
"2683","White","South","Bachelors","75,000-99,999"
"2684","Black","South","Bachelors","150,000 +"
"2685","White","Midwest","Secondary","75,000-99,999"
"2686","White","South","Secondary","75,000-99,999"
"2687","White","Midwest","Secondary","40,000-59,999"
"2688","Hispanic","South","Secondary","40,000-59,999"
"2689","White","South","Professional","75,000-99,999"
"2690","White","West","Masters","150,000 +"
"2691","Hispanic","West","Secondary","75,000-99,999"
"2692","Black","South","Secondary","20,000-39,999"
"2693","White","South","Secondary","75,000-99,999"
"2694","White","Midwest","Masters","75,000-99,999"
"2695","White","Midwest","Bachelors","150,000 +"
"2696","Hispanic","South","Bachelors","100,000-149,999"
"2697","Other","Northeast","Secondary","20,000-39,999"
"2698","White","South","Secondary","1-19,999"
"2699","Asian/Pacific Islander","Northeast","Masters","100,000-149,999"
"2700","White","Northeast","Bachelors","75,000-99,999"
"2701","White","Midwest","Professional","75,000-99,999"
"2702","Black","South","Secondary","1-19,999"
"2703","White","South","Bachelors","100,000-149,999"
"2704","White","West","Professional","40,000-59,999"
"2705","White","South","Secondary",NA
"2706","Black","Midwest","Primary","1-19,999"
"2707","White","South","Secondary","1-19,999"
"2708","Black","South","Secondary","20,000-39,999"
"2709","Hispanic","South","Secondary",NA
"2710","White","Northeast","Professional","75,000-99,999"
"2711","White","Northeast","Masters","100,000-149,999"
"2712","White","West","Secondary","150,000 +"
"2713","Other","Northeast","Bachelors","40,000-59,999"
"2714","White","South","Primary","100,000-149,999"
"2715","Hispanic","West","Professional",NA
"2716","White","South","Secondary","1-19,999"
"2717","White","South","Professional","100,000-149,999"
"2718","White","Midwest","Secondary",NA
"2719","White","Midwest","Bachelors","150,000 +"
"2720","Other","Northeast","Professional","1-19,999"
"2721","White","Northeast","Bachelors","75,000-99,999"
"2722","White","South","Bachelors","40,000-59,999"
"2723","Other","Midwest","Bachelors","1-19,999"
"2724","Hispanic","West","Masters","150,000 +"
"2725","White","Midwest","Secondary","20,000-39,999"
"2726","Black","South","Masters","1-19,999"
"2727","Asian/Pacific Islander","South","Secondary",NA
"2728","White","South","Masters","100,000-149,999"
"2729","Black","South","Bachelors",NA
"2730","Black","South","Secondary","20,000-39,999"
"2731","Black","Midwest","Professional","40,000-59,999"
"2732","White","Northeast","Primary","20,000-39,999"
"2733","White","South","Secondary","20,000-39,999"
"2734","White","South","Primary","20,000-39,999"
"2735","Hispanic","West","Professional","100,000-149,999"
"2736","White","Midwest","Bachelors","40,000-59,999"
"2737","White","Northeast","Masters","40,000-59,999"
"2738","Hispanic","South","Secondary","60,000-74,999"
"2739","White","Midwest","Bachelors","75,000-99,999"
"2740","White","South","Professional","75,000-99,999"
"2741","Black","South","Secondary","40,000-59,999"
"2742","White","Midwest","Secondary","75,000-99,999"
"2743","White","West","Secondary",NA
"2744","White","Northeast","Masters","60,000-74,999"
"2745","Black","South","Secondary","1-19,999"
"2746","Hispanic","Midwest","Primary","60,000-74,999"
"2747","White","South","Secondary","60,000-74,999"
"2748","Hispanic","South","Primary","20,000-39,999"
"2749","White","South","Masters","150,000 +"
"2750","Hispanic","South","Professional","1-19,999"
"2751","White","Midwest","Secondary","1-19,999"
"2752","White","South","Bachelors","20,000-39,999"
"2753","White","West","Secondary","150,000 +"
"2754","White","Midwest","Secondary","20,000-39,999"
"2755","Other","South","Bachelors","60,000-74,999"
"2756","Hispanic","West","Primary","40,000-59,999"
"2757","White","West","Primary","1-19,999"
"2758","White","South","Bachelors","60,000-74,999"
"2759","White","Midwest","Secondary","60,000-74,999"
"2760","White","South","Secondary","40,000-59,999"
"2761","Hispanic","South","Masters","100,000-149,999"
"2762","White","South","Masters","100,000-149,999"
"2763","White","Midwest","Secondary","20,000-39,999"
"2764","White","South","Bachelors","40,000-59,999"
"2765","White","Midwest","Secondary","1-19,999"
"2766","White","Midwest","Secondary","150,000 +"
"2767","Black","West","Secondary","20,000-39,999"
"2768","White","Midwest","Primary","150,000 +"
"2769","White","West","Masters","40,000-59,999"
"2770","White","Midwest","Bachelors","100,000-149,999"
"2771","Black","South","Secondary","1-19,999"
"2772","Black","South","Professional","1-19,999"
"2773","White","Midwest","Bachelors","60,000-74,999"
"2774","Other","Midwest","Professional","1-19,999"
"2775","Asian/Pacific Islander","Midwest","Professional","100,000-149,999"
"2776","Other","South","Secondary","40,000-59,999"
"2777","White","South","Bachelors","150,000 +"
"2778","White","Midwest","Professional",NA
"2779","Hispanic","South","Secondary","20,000-39,999"
"2780","White","Midwest","Masters","100,000-149,999"
"2781","White","South","Primary","75,000-99,999"
"2782","Black","South","Secondary","20,000-39,999"
"2783","White","Northeast","Secondary","100,000-149,999"
"2784","Black","South","Bachelors","40,000-59,999"
"2785","Asian/Pacific Islander","Midwest","Secondary","1-19,999"
"2786","Asian/Pacific Islander","Midwest","Bachelors","40,000-59,999"
"2787","Hispanic","Midwest","Primary","1-19,999"
"2788","White","West","Secondary","20,000-39,999"
"2789","Black","South","Secondary","1-19,999"
"2790","White","West","Secondary","1-19,999"
"2791","White","West","Secondary","40,000-59,999"
"2792","Asian/Pacific Islander","West","Secondary","100,000-149,999"
"2793","White","Midwest","Professional","100,000-149,999"
"2794","White","Midwest","Professional","40,000-59,999"
"2795","White","Midwest","Secondary","20,000-39,999"
"2796",NA,"Northeast","Secondary","1-19,999"
"2797","White","Midwest","Secondary","100,000-149,999"
"2798","Hispanic","South","Secondary","60,000-74,999"
"2799","White","South","Masters","40,000-59,999"
"2800","Hispanic","West","Primary",NA
"2801","White","Midwest","Masters","100,000-149,999"
"2802","White","Midwest","Bachelors",NA
"2803","White","South","Bachelors","40,000-59,999"
"2804","White","Midwest","Bachelors","150,000 +"
"2805","White","Midwest","Masters","60,000-74,999"
"2806","White","Midwest","Secondary","75,000-99,999"
"2807","Hispanic","South","Primary","60,000-74,999"
"2808","Asian/Pacific Islander","South","Bachelors","150,000 +"
"2809","White","Midwest","Primary","20,000-39,999"
"2810","White","South","Secondary","75,000-99,999"
"2811","Hispanic","Midwest","Secondary","20,000-39,999"
"2812","White","South","Secondary","60,000-74,999"
"2813","Black","South","Secondary","1-19,999"
"2814","Asian/Pacific Islander","West","Bachelors","60,000-74,999"
"2815","White","West","Masters","60,000-74,999"
"2816","Hispanic","West","Bachelors","100,000-149,999"
"2817","Black","South","Professional","40,000-59,999"
"2818","Black","South","Bachelors",NA
"2819","White","Midwest","Bachelors","60,000-74,999"
"2820","Hispanic","South","Secondary","1-19,999"
"2821","White","Midwest","Professional","40,000-59,999"
"2822","Black","South","Professional","20,000-39,999"
"2823","White","Midwest","Bachelors","100,000-149,999"
"2824","Black","South","Secondary","20,000-39,999"
"2825","White","South","Masters","150,000 +"
"2826","Hispanic","West","Secondary","40,000-59,999"
"2827","White","West","Bachelors","75,000-99,999"
"2828","Hispanic","Midwest","Primary",NA
"2829","Hispanic","West","Secondary","75,000-99,999"
"2830","White","Northeast","Secondary","1-19,999"
"2831","White","South","Secondary","20,000-39,999"
"2832","Asian/Pacific Islander","West","Primary","1-19,999"
"2833","White","Midwest","Secondary","60,000-74,999"
"2834","Black","Midwest","Professional","75,000-99,999"
"2835","Hispanic","South","Bachelors","100,000-149,999"
"2836","Black","Midwest","Professional","20,000-39,999"
"2837","Black","South","Secondary","1-19,999"
"2838","Hispanic","South","Secondary",NA
"2839","White","South","Secondary","150,000 +"
"2840","White","West","Professional","40,000-59,999"
"2841","White","Northeast","Professional","40,000-59,999"
"2842","White","Midwest","Secondary","1-19,999"
"2843","White","West","Secondary","60,000-74,999"
"2844","Black","South","Professional","20,000-39,999"
"2845","Black","Midwest","Secondary","40,000-59,999"
"2846","White","Midwest","Primary","100,000-149,999"
"2847","White","South","Secondary","40,000-59,999"
"2848","White","South","Secondary","150,000 +"
"2849","White","South","Primary","20,000-39,999"
"2850","White","South","Secondary","20,000-39,999"
"2851","White","South","Primary","20,000-39,999"
"2852","White","Midwest","Professional","60,000-74,999"
"2853","White","Midwest","Masters","150,000 +"
"2854","White","West","Bachelors","60,000-74,999"
"2855","Hispanic","Midwest","Primary",NA
"2856","White","West","Secondary","1-19,999"
"2857","White","West","Bachelors","40,000-59,999"
"2858","White","Midwest","Secondary","20,000-39,999"
"2859","Black","South","Primary","60,000-74,999"
"2860","White","Midwest","Professional","100,000-149,999"
"2861","White","West","Secondary","20,000-39,999"
"2862","Asian/Pacific Islander","Northeast","Primary",NA
"2863","White","South","Bachelors","75,000-99,999"
"2864","White","South","Bachelors","150,000 +"
"2865","White","Midwest","Primary","20,000-39,999"
"2866","White","South","Professional","1-19,999"
"2867","White","West","Secondary","1-19,999"
"2868","Black","South","Primary","1-19,999"
"2869","White","South","Secondary",NA
"2870","Black","South","Bachelors","1-19,999"
"2871","White","Midwest","Secondary","75,000-99,999"
"2872","White","South","Primary","40,000-59,999"
"2873","White","Northeast","Bachelors","40,000-59,999"
"2874","White","Midwest","Masters","150,000 +"
"2875","Hispanic","West","Primary","150,000 +"
"2876","White","Midwest","Bachelors","75,000-99,999"
"2877","White","Midwest","Secondary","75,000-99,999"
"2878","White","South","Masters","75,000-99,999"
"2879","White","Northeast","Secondary","150,000 +"
"2880","Asian/Pacific Islander","South","Bachelors","20,000-39,999"
"2881","White","Midwest","Bachelors","40,000-59,999"
"2882","White","Midwest","Bachelors","40,000-59,999"
"2883","White","Midwest","Masters","150,000 +"
"2884","Black","Northeast","Professional","40,000-59,999"
"2885","Black","Northeast","Secondary","1-19,999"
"2886","White","Midwest","Primary","40,000-59,999"
"2887","Black","Midwest","Secondary","1-19,999"
"2888","White","South","Masters","150,000 +"
"2889","White","Midwest","Bachelors","150,000 +"
"2890","Black","Midwest","Secondary","20,000-39,999"
"2891","White","South","Masters","Other"
"2892","White","West","Professional","150,000 +"
"2893","White","South","Secondary","1-19,999"
"2894","White","Northeast","Secondary","150,000 +"
"2895","Black","South","Masters","75,000-99,999"
"2896","Hispanic","West","Primary","20,000-39,999"
"2897","White","Northeast","Secondary","1-19,999"
"2898","White","West","Primary","1-19,999"
"2899","White","South","Secondary","1-19,999"
"2900","Asian/Pacific Islander","West","Professional","1-19,999"
"2901","Hispanic","West","Secondary","60,000-74,999"
"2902","Black","Midwest","Secondary","100,000-149,999"
"2903","White","South","Professional","100,000-149,999"
"2904","White","West","Secondary","20,000-39,999"
"2905","Other","South","Masters","1-19,999"
"2906","White","Northeast","Secondary","75,000-99,999"
"2907","Hispanic","Midwest","Secondary","20,000-39,999"
"2908","White","Midwest","Secondary","75,000-99,999"
"2909","White","South","Masters","150,000 +"
"2910","Other","Midwest","Primary",NA
"2911","White","South","Bachelors","150,000 +"
"2912","White","Midwest","Secondary","40,000-59,999"
"2913","White","West","Primary","1-19,999"
"2914","Black","Northeast","Secondary","100,000-149,999"
"2915","White","South","Secondary","150,000 +"
"2916","White","Midwest","Secondary","40,000-59,999"
"2917","Hispanic","West","Bachelors","75,000-99,999"
"2918","White","South","Secondary","1-19,999"
"2919","White","Midwest","Secondary","100,000-149,999"
"2920","White","Midwest","Professional","20,000-39,999"
"2921","White","Midwest","Secondary","75,000-99,999"
"2922","White","Midwest","Professional","100,000-149,999"
"2923","White","Midwest","Secondary","1-19,999"
"2924","Asian/Pacific Islander","Midwest","Professional","20,000-39,999"
"2925","White","Midwest","Secondary","20,000-39,999"
"2926","Hispanic","South","Masters","40,000-59,999"
"2927","White","South","Secondary","20,000-39,999"
"2928","White","South","Masters","20,000-39,999"
"2929","White","Northeast","Secondary","20,000-39,999"
"2930","Other","West","Bachelors","20,000-39,999"
"2931","Asian/Pacific Islander","South","Secondary","1-19,999"
"2932","White","Northeast","Bachelors","60,000-74,999"
"2933","Hispanic","South","Secondary",NA
"2934","Hispanic","South","Secondary","75,000-99,999"
"2935","Asian/Pacific Islander","Midwest","Professional","60,000-74,999"
"2936","White","South","Secondary","20,000-39,999"
"2937","White","South","Primary","100,000-149,999"
"2938","Asian/Pacific Islander","South","Bachelors","100,000-149,999"
"2939","White","South","Secondary",NA
"2940","Hispanic","West","Professional","40,000-59,999"
"2941","White","Midwest","Secondary","40,000-59,999"
"2942","White","Northeast","Professional","60,000-74,999"
"2943","White","South","Bachelors","40,000-59,999"
"2944","White","Midwest","Secondary","1-19,999"
"2945","Hispanic","Northeast","Masters","150,000 +"
"2946","White","South","Bachelors","40,000-59,999"
"2947","Black","South","Bachelors","40,000-59,999"
"2948","Black","South","Secondary","1-19,999"
"2949","White","South","Secondary","1-19,999"
"2950","White","South","Primary","20,000-39,999"
"2951","White","South","Secondary","1-19,999"
"2952","White","Northeast","Masters","100,000-149,999"
"2953","White","Midwest","Secondary","60,000-74,999"
"2954","Black","South","Professional","60,000-74,999"
"2955","Hispanic","Midwest","Secondary",NA
"2956","White","Midwest","Secondary","60,000-74,999"
"2957","Asian/Pacific Islander","Midwest","Bachelors","150,000 +"
"2958","Black","South","Secondary","75,000-99,999"
"2959","White","Midwest","Professional","40,000-59,999"
"2960","White","Midwest","Professional","150,000 +"
"2961","White","Midwest","Bachelors",NA
"2962","White","South","Secondary","60,000-74,999"
"2963","Asian/Pacific Islander","West","Professional","100,000-149,999"
"2964","White","Midwest","Professional","60,000-74,999"
"2965","White","West","Secondary","20,000-39,999"
"2966","White","South","Secondary","20,000-39,999"
"2967","White","West","Bachelors","75,000-99,999"
"2968","White","South","Primary","1-19,999"
"2969","White","Northeast","Secondary","40,000-59,999"
"2970","White","South","Primary",NA
"2971","White","South","Secondary","20,000-39,999"
"2972","White","South","Primary",NA
"2973","White","Northeast","Secondary","100,000-149,999"
"2974","White","Midwest","Secondary","40,000-59,999"
"2975","White","Northeast","Masters",NA
"2976","Hispanic","Northeast","Primary","75,000-99,999"
"2977","White","West","Bachelors","75,000-99,999"
"2978","Hispanic","South","Secondary","20,000-39,999"
"2979","White","South","Secondary","1-19,999"
"2980","Black","Northeast","Masters",NA
"2981","Asian/Pacific Islander","South","Secondary","20,000-39,999"
"2982","White","Midwest","Secondary","1-19,999"
"2983","Hispanic","Northeast","Masters","1-19,999"
"2984","Black","South","Secondary","20,000-39,999"
"2985","White","South","Bachelors","40,000-59,999"
"2986","White","South","Masters","75,000-99,999"
"2987","White","South","Masters","100,000-149,999"
"2988","White","Northeast","Masters","100,000-149,999"
"2989","White","South","Bachelors","75,000-99,999"
"2990","Black","South","Masters","60,000-74,999"
"2991","Black","Northeast","Secondary",NA
"2992","Other","West","Secondary","20,000-39,999"
"2993","White","Midwest","Secondary",NA
"2994","White","West","Secondary","60,000-74,999"
"2995","White","South","Secondary","1-19,999"
"2996","White","South","Bachelors","60,000-74,999"
"2997","Black","South","Secondary","40,000-59,999"
"2998","White","Midwest","Primary","1-19,999"
"2999","White","South","Bachelors","100,000-149,999"
"3000","White","Midwest","Secondary","1-19,999"
"3001","White","South","Bachelors","1-19,999"
"3002","White","South","Secondary","20,000-39,999"
"3003","White","Midwest","Bachelors","60,000-74,999"
"3004","White","Midwest","Secondary","20,000-39,999"
"3005","Black","South","Secondary","20,000-39,999"
"3006","White","South","Secondary","1-19,999"
"3007","White","West","Masters","100,000-149,999"
"3008","White","Northeast","Secondary","40,000-59,999"
"3009","White","Northeast","Primary",NA
"3010","Other","Midwest","Secondary","100,000-149,999"
"3011","White","West","Bachelors","20,000-39,999"
"3012","Black","South","Secondary","1-19,999"
"3013","Black","South","Primary","40,000-59,999"
"3014","White","Midwest","Secondary","40,000-59,999"
"3015","White","Midwest","Bachelors","75,000-99,999"
"3016","White","South","Bachelors","40,000-59,999"
"3017","White","South","Bachelors","100,000-149,999"
"3018","White","South","Secondary","60,000-74,999"
"3019","Black","South","Secondary","1-19,999"
"3020","White","Northeast","Secondary","40,000-59,999"
"3021","White","South","Bachelors","60,000-74,999"
"3022","White","Midwest","Professional","100,000-149,999"
"3023","Asian/Pacific Islander","West","Masters","60,000-74,999"
"3024","White","Midwest","Secondary",NA
"3025","White","South","Secondary",NA
"3026","White","West","Bachelors","150,000 +"
"3027","Other","South","Secondary","60,000-74,999"
"3028","White","South","Secondary","60,000-74,999"
"3029","White","South","Secondary","150,000 +"
"3030","White","Midwest","Bachelors","40,000-59,999"
"3031","Black","South","Secondary","60,000-74,999"
"3032","Black","Midwest","Bachelors","75,000-99,999"
"3033","White","Midwest","Secondary","20,000-39,999"
"3034","Hispanic","Midwest","Primary",NA
"3035","White","Midwest","Masters","20,000-39,999"
"3036","Hispanic","West","Primary","40,000-59,999"
"3037","White","Northeast","Professional","150,000 +"
"3038","Black","Midwest","Secondary","1-19,999"
"3039","Other","West","Primary","1-19,999"
"3040","Black","West","Secondary","1-19,999"
"3041","Black","South","Secondary","150,000 +"
"3042","White","West","Secondary","75,000-99,999"
"3043","Black","Midwest","Secondary","20,000-39,999"
"3044","Hispanic","South","Secondary","40,000-59,999"
"3045","White","Midwest","Bachelors","100,000-149,999"
"3046","White","South","Secondary","20,000-39,999"
"3047","White","South","Bachelors","40,000-59,999"
"3048","White","South","Secondary","20,000-39,999"
"3049","White","South","Secondary","1-19,999"
"3050","Black","South","Secondary","20,000-39,999"
"3051","White","Midwest","Secondary","75,000-99,999"
"3052","Hispanic","Midwest","Secondary","1-19,999"
"3053","Asian/Pacific Islander","Northeast","Bachelors","20,000-39,999"
"3054","White","South","Secondary","150,000 +"
"3055","White","South","Primary","1-19,999"
"3056","Black","West","Primary","40,000-59,999"
"3057","Other","West","Professional","75,000-99,999"
"3058","White","West","Secondary","40,000-59,999"
"3059","White","South","Bachelors","150,000 +"
"3060","White","Northeast","Bachelors","75,000-99,999"
"3061","White","Midwest","Secondary","60,000-74,999"
"3062","White","South","Secondary","40,000-59,999"
"3063","White","Northeast","Secondary","20,000-39,999"
