"","Race","Region","EDUC","Income","Gender","Income_cont"
"511","White","West","Secondary","150,000 +","Male",2e+05
"512","Black","South","Secondary","40,000-59,999","Female",55000
"513","White","Northeast","Bachelors","40,000-59,999","Male",55000
"514","White","Midwest","Secondary","40,000-59,999","Female",55000
"515","Black","South","Secondary","20,000- 29,999","Female",25000
"516","White","Northeast","Bachelors","100,000-149,999","Female",125000
"517","Black","South","Primary",NA,"Male",NA
"518","Hispanic","Midwest","Secondary","150,000 +","Male",2e+05
"519","White","South","Bachelors","75,000-99,999","Female",87500
"520","White","South","Bachelors","100,000-149,999","Male",125000
"521","Asian/Pacific Islander","West","Bachelors","20,000- 29,999","Female",25000
"522","Hispanic","South","Secondary","75,000-99,999","Female",87500
"523","Hispanic","Midwest","Masters","1-9,999","Female",5000
"524","White","Midwest","Masters","150,000 +","Female",2e+05
"525","Hispanic","West","Associates","40,000- 49,999","Male",45000
"526","White","West","Secondary","150,000 +","Female",2e+05
"527","Asian/Pacific Islander","South","PhD","75,000-99,999","Female",87500
"528","White","South","Associates","30,000-39,999","Female",35000
"529","White","South","Bachelors",NA,"Male",NA
"530","White","Midwest","Masters","75,000-99,999","Female",87500
"531","Hispanic","West","Primary",NA,"Female",NA
"532","White","Northeast","Secondary","60,000-74,999","Male",67500
"533",NA,"South",NA,NA,NA,NA
"534","White","Northeast","Primary",NA,"Male",NA
"535","White","Midwest","Associates","100,000-149,999","Male",125000
"536","White","Midwest","Bachelors","150,000 +","Male",2e+05
"537","Black","South","Secondary","1-9,999","Male",5000
"538","Black","South","Associates","10,000-19,999","Female",10000
"539","White","South","Masters","150,000 +","Male",2e+05
"540","White","South","Associates","100,000-149,999","Female",125000
"541","White","Northeast","Associates","20,000- 29,999","Female",25000
"542",NA,"Midwest",NA,NA,NA,NA
"543","White","South","Primary","30,000-39,999","Male",35000
"544","Asian/Pacific Islander","Midwest","Secondary","10,000-19,999","Male",10000
"545","White","Midwest","Associates","60,000-74,999","Male",67500
"546","Asian/Pacific Islander","West","Bachelors","150,000 +","Female",2e+05
"547","Hispanic","South","Secondary","60,000-74,999","Male",67500
"548","Hispanic","South","Associates","20,000- 29,999","Male",25000
"549","Black","South","Secondary","60,000-74,999","Male",67500
"550","Asian/Pacific Islander","South","Secondary","40,000-59,999","Male",55000
"551","Asian/Pacific Islander","West","Associates","40,000-59,999","Male",55000
"552","White","Midwest","Associates",NA,"Female",NA
"553","Hispanic","Northeast","Secondary",NA,"Female",NA
"554","White","Northeast","Associates","40,000- 49,999","Female",45000
"555","White","South","Associates","150,000 +","Male",2e+05
"556","Asian/Pacific Islander","South","Bachelors","40,000-59,999","Female",55000
"557","Other","Northeast","Secondary","40,000-59,999","Male",55000
"558","Black","South","Primary","1-9,999","Female",5000
"559","White","West","Secondary","75,000-99,999","Female",87500
"560","Black","South","Secondary","75,000-99,999","Female",87500
"561","White","Midwest","Masters","100,000-149,999","Male",125000
"562","White","South","Primary","1-9,999","Male",5000
"563","White","Northeast","Bachelors","60,000-74,999","Female",67500
"564","White","South","Masters","30,000-39,999","Female",35000
"565","White","Midwest","Associates","100,000-149,999","Male",125000
"566","White","Northeast","Bachelors","1-9,999","Male",5000
"567","White","South","Masters","150,000 +","Female",2e+05
"568","White","Northeast","Bachelors","100,000-149,999","Female",125000
"569","White","South","Bachelors","60,000-74,999","Male",67500
"570","White","South","Bachelors","40,000-59,999","Male",55000
"571","Hispanic","West","Secondary","20,000- 29,999","Female",25000
"572","White","Midwest","Primary","20,000- 29,999","Female",25000
"573","Hispanic","West","Associates","60,000-74,999","Female",67500
"574","White","Midwest","Bachelors",NA,"Male",NA
"575","White","South","Secondary","40,000-59,999","Female",55000
"576","White","Midwest","Secondary","100,000-149,999","Female",125000
"577","White","Midwest","Associates","40,000-59,999","Female",55000
"578","Asian/Pacific Islander","Midwest","Bachelors","60,000-74,999","Male",67500
"579","White","South","Primary","100,000-149,999","Male",125000
"580","Black","South","Bachelors","75,000-99,999","Male",87500
"581","White","Midwest","Associates","100,000-149,999","Female",125000
"582",NA,"South",NA,NA,NA,NA
"583","Asian/Pacific Islander","Midwest","Bachelors","100,000-149,999","Female",125000
"584","Asian/Pacific Islander","West","Masters","60,000-74,999","Female",67500
"585","White","South","Bachelors","100,000-149,999","Female",125000
"586",NA,"West",NA,NA,NA,NA
"587","White","Midwest","Associates","30,000-39,999","Male",35000
"588","White","South","Secondary","10,000-19,999","Male",10000
"589","Black","South","Masters","75,000-99,999","Female",87500
"590",NA,"South",NA,NA,NA,NA
"591","White","Midwest","Associates",NA,"Male",NA
"592","White","South","Secondary","30,000-39,999","Female",35000
"593","Hispanic","South","Secondary","20,000- 29,999","Female",25000
"594","White","Northeast","Secondary","20,000- 29,999","Female",25000
"595","White","Midwest","Bachelors","150,000 +","Male",2e+05
"596","Black","South","Secondary","40,000-59,999","Male",55000
"597",NA,"South",NA,NA,NA,NA
"598","Black","South","Secondary","20,000- 29,999","Male",25000
"599","White","Midwest","Associates","150,000 +","Female",2e+05
"600","White","Midwest","Bachelors","75,000-99,999","Female",87500
"601",NA,"South",NA,NA,NA,NA
"602","White","West","Secondary","40,000- 49,999","Male",45000
"603","Black","South","Secondary","100,000-149,999","Male",125000
"604","White","Midwest","Secondary","40,000- 49,999","Male",45000
"605","White","West","Secondary","150,000 +","Male",2e+05
"606","White","Northeast","Associates","10,000-19,999","Female",10000
"607","Black","South","Bachelors","60,000-74,999","Female",67500
"608","Hispanic","Northeast","Associates","40,000-59,999","Female",55000
"609","White","Midwest","Secondary","60,000-74,999","Male",67500
"610","White","Midwest","Associates","40,000-59,999","Male",55000
"611","White","South","Bachelors","75,000-99,999","Male",87500
"612","Asian/Pacific Islander","West","Secondary","75,000-99,999","Male",87500
"613","Hispanic","Midwest","Associates","30,000-39,999","Female",35000
"614","White","Midwest","Secondary","150,000 +","Female",2e+05
"615",NA,"West",NA,NA,NA,NA
"616","White","Midwest","Bachelors","100,000-149,999","Male",125000
"617","White","Midwest","Secondary","100,000-149,999","Male",125000
"618","White","South","Secondary","10,000-19,999","Male",10000
"619","White","South","Masters","100,000-149,999","Male",125000
"620","Hispanic","South","Secondary","10,000-19,999","Female",10000
"621","Black","South","Bachelors","100,000-149,999","Male",125000
"622","White","Midwest","Secondary","30,000-39,999","Female",35000
"623","White","Northeast","Bachelors",NA,"Male",NA
"624",NA,"South",NA,NA,NA,NA
"625","White","Midwest","Associates","30,000-39,999","Female",35000
"626","Asian/Pacific Islander","Northeast","PhD","100,000-149,999","Male",125000
"627","Black","South","Secondary","100,000-149,999","Male",125000
"628","White","Midwest","Associates","150,000 +","Male",2e+05
"629","Black","South","Bachelors","100,000-149,999","Female",125000
"630","White","Midwest","Secondary","20,000- 29,999","Male",25000
"631","White","Midwest","Secondary","150,000 +","Female",2e+05
"632","Asian/Pacific Islander","South","Secondary","20,000- 29,999","Male",25000
"633","White","Midwest","Secondary","1-9,999","Female",5000
"634","White","South","Secondary","40,000-59,999","Female",55000
"635","Black","South","Secondary","75,000-99,999","Male",87500
"636",NA,"Northeast",NA,NA,NA,NA
"637","White","Midwest","Secondary","40,000-59,999","Male",55000
"638","Black","West","Associates","60,000-74,999","Male",67500
"639","White","West","Secondary","1-9,999","Female",5000
"640","Hispanic","West","Secondary","10,000-19,999","Male",10000
"641","Black","South","Secondary","1-9,999","Female",5000
"642","White","West","Masters","150,000 +","Male",2e+05
"643","White","South","Bachelors","100,000-149,999","Male",125000
"644","Asian/Pacific Islander","Northeast","Masters","150,000 +","Male",2e+05
"645","White","Midwest","Secondary","20,000- 29,999","Female",25000
"646","White","West","Primary","40,000- 49,999","Female",45000
"647","White","West","Secondary","40,000-59,999","Female",55000
"648","White","South","Secondary",NA,"Male",NA
"649","Other","South","Associates","20,000- 29,999","Female",25000
"650","Hispanic","South","Primary","20,000- 29,999","Female",25000
"651","White","Northeast","Secondary",NA,"Female",NA
"652","White","South","Bachelors","150,000 +","Female",2e+05
"653","Black","South","Bachelors","150,000 +","Male",2e+05
"654","White","South","Primary","30,000-39,999","Male",35000
"655","White","Northeast","Secondary","10,000-19,999","Female",10000
"656","White","South","Masters","100,000-149,999","Female",125000
"657","Asian/Pacific Islander","Northeast","Secondary","60,000-74,999","Male",67500
"658","White","Northeast","Bachelors","150,000 +","Male",2e+05
"659","White","Midwest","Bachelors","40,000-59,999","Male",55000
"660",NA,"West",NA,NA,NA,NA
"661","Hispanic","West","Bachelors",NA,"Female",NA
"662","Black","Midwest","Associates","20,000- 29,999","Female",25000
"663","Hispanic","West","Secondary","10,000-19,999","Male",10000
"664","White","South","Bachelors","40,000-59,999","Female",55000
"665","Black","South","Secondary","60,000-74,999","Female",67500
"666","Black","Midwest","Secondary","1-9,999","Female",5000
"667","White","Northeast","Secondary","100,000-149,999","Female",125000
"668","White","Northeast","Masters","75,000-99,999","Female",87500
"669","White","Midwest","Bachelors","150,000 +","Female",2e+05
"670","White","Northeast","Bachelors","75,000-99,999","Female",87500
"671","Asian/Pacific Islander","West","Associates","40,000- 49,999","Female",45000
"672","White","Midwest","Associates","40,000- 49,999","Female",45000
"673","White","South","Associates","40,000- 49,999","Female",45000
"674","Hispanic","South","Secondary","75,000-99,999","Female",87500
"675",NA,"West",NA,NA,NA,NA
"676","White","West","Masters","150,000 +","Female",2e+05
"677","Black","South","Secondary","10,000-19,999","Male",10000
"678","Other","South","Secondary","40,000- 49,999","Female",45000
"679","White","Midwest","PhD",NA,"Male",NA
"680","White","West","Masters","150,000 +","Male",2e+05
"681","White","West","Secondary","1-9,999","Female",5000
"682","Hispanic","South","Bachelors","150,000 +","Male",2e+05
"683","White","West","Secondary","1-9,999","Male",5000
"684",NA,"South",NA,NA,NA,NA
"685","Black","South","Masters","60,000-74,999","Male",67500
"686","Hispanic","Midwest","Bachelors","100,000-149,999","Male",125000
"687","White","Midwest","Secondary","100,000-149,999","Male",125000
"688","Black","South","Primary",NA,"Female",NA
"689","White","South","Bachelors","40,000- 49,999","Female",45000
"690","White","West","Primary","20,000- 29,999","Male",25000
"691","Hispanic","South","Masters","150,000 +","Male",2e+05
"692","Black","South","Secondary","1-9,999","Male",5000
"693","White","West","Bachelors","60,000-74,999","Female",67500
"694","White","Northeast","Bachelors","60,000-74,999","Female",67500
"695","White","Midwest","Secondary","10,000-19,999","Female",10000
"696","Hispanic","West","Primary","40,000- 49,999","Female",45000
"697","Black","Northeast","Secondary","40,000-59,999","Female",55000
"698","Hispanic","South","Primary","1-9,999","Female",5000
"699","White","Northeast","Associates","100,000-149,999","Female",125000
"700","Hispanic","Midwest","Associates","1-9,999","Female",5000
"701","White","Midwest","Bachelors","100,000-149,999","Male",125000
"702","Hispanic","South","Primary","10,000-19,999","Female",10000
"703","White","Northeast","Masters","150,000 +","Female",2e+05
"704","Hispanic","South","Associates","20,000- 29,999","Male",25000
"705","White","Midwest","Bachelors","40,000-59,999","Male",55000
"706","White","South","Bachelors","100,000-149,999","Male",125000
"707","White","Midwest","Secondary","40,000-59,999","Female",55000
"708","White","South","Primary","10,000-19,999","Male",10000
"709","White","Midwest","Masters","100,000-149,999","Female",125000
"710","Other","Midwest","Secondary","10,000-19,999","Male",10000
"711",NA,"West",NA,NA,NA,NA
"712","White","South","Secondary","150,000 +","Male",2e+05
"713","White","West","Secondary","1-9,999","Male",5000
"714","White","West","Masters","150,000 +","Female",2e+05
"715","White","Midwest","Bachelors","60,000-74,999","Female",67500
"716","White","Midwest","Secondary","150,000 +","Female",2e+05
"717","White","Midwest","Associates","20,000- 29,999","Male",25000
"718","White","Midwest","Secondary","20,000- 29,999","Female",25000
"719","White","Midwest","Secondary","40,000- 49,999","Female",45000
"720","Asian/Pacific Islander","West","Bachelors","1-9,999","Male",5000
"721","Black","Midwest","Primary","10,000-19,999","Male",10000
"722","White","Northeast","Primary","75,000-99,999","Female",87500
"723","White","South","Secondary","20,000- 29,999","Female",25000
"724","White","West","Secondary","10,000-19,999","Female",10000
