"","Race","Region","EDUC","Gender","Income","Income_cont"
"495","Black","South","Secondary","Female","20,000- 29,999","25000"
"496","White","Northeast","Bachelors","Female","100,000-149,999","125000"
"497","Black","South","Primary","Male",NA,NA
"498","Hispanic","Midwest","Secondary","Male","150,000 +","200000"
"499","White","South","Bachelors","Female","75,000-99,999","87500"
"500","White","South","Bachelors","Male","100,000-149,999","125000"
"501","Asian/Pacific Islander","West","Bachelors","Female","20,000- 29,999","25000"
"502","Hispanic","South","Secondary","Female","75,000-99,999","87500"
"503","Hispanic","Midwest","Masters","Female","1-9,999","5000"
"504","White","Midwest","Masters","Female","150,000 +","200000"
"505","Hispanic","West","Professional","Male","40,000- 49,999","45000"
"506","White","West","Secondary","Female","150,000 +","200000"
"507","Asian/Pacific Islander","South","Professional","Female","75,000-99,999","87500"
"508","White","South","Secondary","Female","30,000-39,999","35000"
"509","White","South","Bachelors","Male",NA,NA
"510","White","Midwest","Masters","Female","75,000-99,999","87500"
"511","Hispanic","West","Primary","Female",NA,NA
"512","White","Northeast","Secondary","Male","60,000-74,999","67500"
"513","White","Northeast","Primary","Male",NA,NA
"514","White","Midwest","Professional","Male","100,000-149,999","125000"
"515","White","Midwest","Bachelors","Male","150,000 +","200000"
"516","Black","South","Secondary","Male","1-9,999","5000"
"517","Black","South","Professional","Female","10,000-19,999","10000"
"518","White","South","Masters","Male","150,000 +","200000"
"519","White","South","Professional","Female","100,000-149,999","125000"
"520","White","Northeast","Professional","Female","20,000- 29,999","25000"
"521","White","South","Primary","Male","30,000-39,999","35000"
"522","Asian/Pacific Islander","Midwest","Secondary","Male","10,000-19,999","10000"
"523","White","Midwest","Professional","Male","60,000-74,999","67500"
"524","Asian/Pacific Islander","West","Bachelors","Female","150,000 +","200000"
"525","Hispanic","South","Secondary","Male","60,000-74,999","67500"
"526","Hispanic","South","Secondary","Male","20,000- 29,999","25000"
"527","Black","South","Secondary","Male","60,000-74,999","67500"
"528","Asian/Pacific Islander","South","Secondary","Male","40,000-59,999","55000"
"529","Asian/Pacific Islander","West","Secondary","Male","40,000-59,999","55000"
"530","White","Midwest","Professional","Female",NA,NA
"531","Hispanic","Northeast","Secondary","Female",NA,NA
"532","White","Northeast","Professional","Female","40,000- 49,999","45000"
"533","White","South","Professional","Male","150,000 +","200000"
"534","Asian/Pacific Islander","South","Bachelors","Female","40,000-59,999","55000"
"535","Other","Northeast","Secondary","Male","40,000-59,999","55000"
"536","Black","South","Primary","Female","1-9,999","5000"
"537","White","West","Secondary","Female","75,000-99,999","87500"
"538","Black","South","Secondary","Female","75,000-99,999","87500"
"539","White","Midwest","Masters","Male","100,000-149,999","125000"
"540","White","South","Primary","Male","1-9,999","5000"
"541","White","Northeast","Bachelors","Female","60,000-74,999","67500"
"542","White","South","Masters","Female","30,000-39,999","35000"
"543","White","Midwest","Professional","Male","100,000-149,999","125000"
"544","White","Northeast","Bachelors","Male","1-9,999","5000"
"545","White","South","Masters","Female","150,000 +","200000"
"546","White","Northeast","Bachelors","Female","100,000-149,999","125000"
"547","White","South","Bachelors","Male","60,000-74,999","67500"
"548","White","South","Bachelors","Male","40,000-59,999","55000"
"549","Hispanic","West","Secondary","Female","20,000- 29,999","25000"
"550","White","Midwest","Primary","Female","20,000- 29,999","25000"
"551","Hispanic","West","Secondary","Female","60,000-74,999","67500"
"552","White","Midwest","Bachelors","Male",NA,NA
"553","White","South","Secondary","Female","40,000-59,999","55000"
"554","White","Midwest","Secondary","Female","100,000-149,999","125000"
"555","White","Midwest","Professional","Female","40,000-59,999","55000"
"556","Asian/Pacific Islander","Midwest","Bachelors","Male","60,000-74,999","67500"
"557","White","South","Primary","Male","100,000-149,999","125000"
"558","Black","South","Bachelors","Male","75,000-99,999","87500"
"559","White","Midwest","Professional","Female","100,000-149,999","125000"
"560","Asian/Pacific Islander","Midwest","Bachelors","Female","100,000-149,999","125000"
"561","Asian/Pacific Islander","West","Masters","Female","60,000-74,999","67500"
"562","White","South","Bachelors","Female","100,000-149,999","125000"
"563","White","Midwest","Secondary","Male","30,000-39,999","35000"
"564","White","South","Secondary","Male","10,000-19,999","10000"
"565","Black","South","Masters","Female","75,000-99,999","87500"
"566","White","Midwest","Professional","Male",NA,NA
"567","White","South","Secondary","Female","30,000-39,999","35000"
"568","Hispanic","South","Secondary","Female","20,000- 29,999","25000"
"569","White","Northeast","Secondary","Female","20,000- 29,999","25000"
"570","White","Midwest","Bachelors","Male","150,000 +","200000"
"571","Black","South","Secondary","Male","40,000-59,999","55000"
"572","Black","South","Secondary","Male","20,000- 29,999","25000"
"573","White","Midwest","Professional","Female","150,000 +","200000"
"574","White","Midwest","Bachelors","Female","75,000-99,999","87500"
"575",NA,"South",NA,NA,NA,NA
"576","White","West","Secondary","Male","40,000- 49,999","45000"
"577","Black","South","Secondary","Male","100,000-149,999","125000"
"578","White","Midwest","Secondary","Male","40,000- 49,999","45000"
"579","White","West","Secondary","Male","150,000 +","200000"
"580","White","Northeast","Secondary","Female","10,000-19,999","10000"
"581","Black","South","Bachelors","Female","60,000-74,999","67500"
"582","Hispanic","Northeast","Secondary","Female","40,000-59,999","55000"
"583","White","Midwest","Secondary","Male","60,000-74,999","67500"
"584","White","Midwest","Professional","Male","40,000-59,999","55000"
"585","White","South","Bachelors","Male","75,000-99,999","87500"
"586","Asian/Pacific Islander","West","Secondary","Male","75,000-99,999","87500"
"587","Hispanic","Midwest","Secondary","Female","30,000-39,999","35000"
"588","White","Midwest","Secondary","Female","150,000 +","200000"
"589","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"590","White","Midwest","Secondary","Male","100,000-149,999","125000"
"591","White","South","Secondary","Male","10,000-19,999","10000"
"592","White","South","Masters","Male","100,000-149,999","125000"
"593","Hispanic","South","Secondary","Female","10,000-19,999","10000"
"594","Black","South","Bachelors","Male","100,000-149,999","125000"
"595","White","Midwest","Secondary","Female","30,000-39,999","35000"
"596","White","Northeast","Bachelors","Male",NA,NA
"597","White","Midwest","Secondary","Female","30,000-39,999","35000"
"598","Asian/Pacific Islander","Northeast","Professional","Male","100,000-149,999","125000"
"599","Black","South","Secondary","Male","100,000-149,999","125000"
"600","White","Midwest","Professional","Male","150,000 +","200000"
"601","Black","South","Bachelors","Female","100,000-149,999","125000"
"602","White","Midwest","Secondary","Male","20,000- 29,999","25000"
"603","White","Midwest","Secondary","Female","150,000 +","200000"
"604","Asian/Pacific Islander","South","Secondary","Male","20,000- 29,999","25000"
"605","White","Midwest","Secondary","Female","1-9,999","5000"
"606","White","South","Secondary","Female","40,000-59,999","55000"
"607","Black","South","Secondary","Male","75,000-99,999","87500"
"608","White","Midwest","Secondary","Male","40,000-59,999","55000"
"609","Black","West","Secondary","Male","60,000-74,999","67500"
"610","White","West","Secondary","Female","1-9,999","5000"
"611","Hispanic","West","Secondary","Male","10,000-19,999","10000"
"612","Black","South","Secondary","Female","1-9,999","5000"
"613","White","West","Masters","Male","150,000 +","200000"
"614","White","South","Bachelors","Male","100,000-149,999","125000"
"615","Asian/Pacific Islander","Northeast","Masters","Male","150,000 +","200000"
"616","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"617","White","West","Primary","Female","40,000- 49,999","45000"
"618","White","West","Secondary","Female","40,000-59,999","55000"
"619","White","South","Secondary","Male",NA,NA
"620","Other","South","Professional","Female","20,000- 29,999","25000"
"621","Hispanic","South","Primary","Female","20,000- 29,999","25000"
"622","White","Northeast","Secondary","Female",NA,NA
"623","White","South","Bachelors","Female","150,000 +","200000"
"624","Black","South","Bachelors","Male","150,000 +","200000"
"625","White","South","Primary","Male","30,000-39,999","35000"
"626","White","Northeast","Secondary","Female","10,000-19,999","10000"
"627","White","South","Masters","Female","100,000-149,999","125000"
"628","Asian/Pacific Islander","Northeast","Secondary","Male","60,000-74,999","67500"
"629","White","Northeast","Bachelors","Male","150,000 +","200000"
"630","White","Midwest","Bachelors","Male","40,000-59,999","55000"
"631","Hispanic","West","Bachelors","Female",NA,NA
"632","Black","Midwest","Secondary","Female","20,000- 29,999","25000"
"633","Hispanic","West","Secondary","Male","10,000-19,999","10000"
"634","White","South","Bachelors","Female","40,000-59,999","55000"
"635","Black","South","Secondary","Female","60,000-74,999","67500"
"636","Black","Midwest","Secondary","Female","1-9,999","5000"
"637","White","Northeast","Secondary","Female","100,000-149,999","125000"
"638","White","Northeast","Masters","Female","75,000-99,999","87500"
"639","White","Midwest","Bachelors","Female","150,000 +","200000"
"640","White","Northeast","Bachelors","Female","75,000-99,999","87500"
"641","Asian/Pacific Islander","West","Professional","Female","40,000- 49,999","45000"
"642","White","Midwest","Professional","Female","40,000- 49,999","45000"
"643","White","South","Professional","Female","40,000- 49,999","45000"
"644","Hispanic","South","Secondary","Female","75,000-99,999","87500"
"645","White","West","Masters","Female","150,000 +","200000"
"646","Black","South","Secondary","Male","10,000-19,999","10000"
"647","Other","South","Secondary","Female","40,000- 49,999","45000"
"648","White","Midwest","Professional","Male",NA,NA
"649","White","West","Masters","Male","150,000 +","200000"
"650","White","West","Secondary","Female","1-9,999","5000"
"651","Hispanic","South","Bachelors","Male","150,000 +","200000"
"652","White","West","Secondary","Male","1-9,999","5000"
"653","Black","South","Masters","Male","60,000-74,999","67500"
"654","Hispanic","Midwest","Bachelors","Male","100,000-149,999","125000"
"655","White","Midwest","Secondary","Male","100,000-149,999","125000"
"656","Black","South","Primary","Female",NA,NA
"657","White","South","Bachelors","Female","40,000- 49,999","45000"
"658","White","West","Primary","Male","20,000- 29,999","25000"
"659","Hispanic","South","Masters","Male","150,000 +","200000"
"660","Black","South","Secondary","Male","1-9,999","5000"
"661","White","West","Bachelors","Female","60,000-74,999","67500"
"662","White","Northeast","Bachelors","Female","60,000-74,999","67500"
"663","White","Midwest","Secondary","Female","10,000-19,999","10000"
"664","Hispanic","West","Primary","Female","40,000- 49,999","45000"
"665","Black","Northeast","Secondary","Female","40,000-59,999","55000"
"666","Hispanic","South","Primary","Female","1-9,999","5000"
"667","White","Northeast","Professional","Female","100,000-149,999","125000"
"668","Hispanic","Midwest","Professional","Female","1-9,999","5000"
"669","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"670","Hispanic","South","Primary","Female","10,000-19,999","10000"
"671","White","Northeast","Masters","Female","150,000 +","200000"
"672","Hispanic","South","Professional","Male","20,000- 29,999","25000"
"673","White","Midwest","Bachelors","Male","40,000-59,999","55000"
"674","White","South","Bachelors","Male","100,000-149,999","125000"
"675","White","Midwest","Secondary","Female","40,000-59,999","55000"
"676","White","South","Primary","Male","10,000-19,999","10000"
"677","White","Midwest","Masters","Female","100,000-149,999","125000"
"678","Other","Midwest","Secondary","Male","10,000-19,999","10000"
"679","White","South","Secondary","Male","150,000 +","200000"
"680","White","West","Secondary","Male","1-9,999","5000"
"681","White","West","Masters","Female","150,000 +","200000"
"682","White","Midwest","Bachelors","Female","60,000-74,999","67500"
"683","White","Midwest","Secondary","Female","150,000 +","200000"
